"SAM","AgFFF","Coal","OilGas","MetMin","NMetMin","FoodPr","Textile","Apparel","WoodPr","PaperPr","RefPet","Chemical","NMetPr","Metals","MetalPr","GenEqp","SpecEqp","TransEqp","ElecEqp","ICTEqp","PrecInst","OthMfg","Waste","MachRep","T_D","Coal_Power","Oil_Power","Gas_Power","Nuclear","Hydro","Wind","Solar","Biomass","GasDist","WatDist","Constr","WhRetTr","TranspSrv","HotRest","ICTServ","Finance","RealEst","BusServe","ResTech","EnvServ","ResServ","Education","Health","RecEnt","PubAdm","LabSk","LabUn","Capital","prodtax","Depr","HHRural","HHUrban","Govt","Capacct","Invent","ROW","ENTERPRISE","Total","Land","Natr"
"FoodPr",208.294532294,0.580458593,0.561392252,0.988961771,0.345013190,269.605952447,17.076197207,137.000883485,5.604222189,8.856707001,4.018289620,82.153334408,3.910344116,8.743229647,6.259111031,12.514472986,5.091788335,4.758409167,15.743182133,65.086944488,3.000638978,2.910891208,0.106691748,0.026190240,0.882360863,0.186383169,0.024928721,0.008266845,0.066706230,0.089824502,0.044593726,0.000666467,0.029797014,0.051758455,0.125484826,5.815440357,4.745360601,13.590818818,82.832992148,1.457451247,0.812091073,0.396588200,13.065368246,2.339274541,0.447594849,3.471747629,3.815023097,2.716898434,7.273803204,4.571564652,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,434.332328674,542.359052207,0.000000000,78.151678101,0.000000000,1564.146382626,0.000000000,0.000000000,0.000000000,0.000000000
"Textile",0.325643013,0.345237442,0.178495019,0.459563964,0.120111477,1.468608509,1757.201217133,100.384020211,13.956454172,52.506711016,0.322589543,34.725687071,5.343259492,2.462900080,4.579059090,5.653493384,4.495813742,9.270539835,8.396817203,10.620821724,1.093187681,11.561601180,0.102023294,0.062954367,0.118138325,0.024954637,0.003337679,0.001106839,0.008931224,0.012026504,0.005970605,0.000089233,0.003989489,0.018040575,0.039004723,7.339272795,1.147611763,3.080584498,2.022108343,0.121400187,1.238750205,0.145715556,9.087408539,0.664509707,0.474563124,0.737812614,0.304449574,3.303167585,2.260028799,4.973567243,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,56.011361047,114.392739018,0.000000000,9.807833812,0.000000000,12438.089057587,0.000000000,0.000000000,0.000000000,0.000000000
"Apparel",0.321188692,0.024031730,0.020903822,0.021380002,0.008389932,0.021521720,47.039020426,252.227807386,10.144489703,3.389489290,0.003606630,2.554471035,0.045480212,0.039842590,0.108172712,0.112178883,1.197444660,9.130454608,1.157263024,0.710625502,0.210342254,0.117281916,0.000967529,0.006797629,0.000802150,0.000169440,0.000022663,0.000007515,0.000060642,0.000081659,0.000040540,0.000000000,0.000027088,0.000496156,0.000548995,0.138510638,0.157029364,0.182449270,0.024501816,0.035284530,0.038899678,0.034248026,0.166828073,0.020516396,0.023337536,0.175254042,0.016634117,0.032535739,0.117699507,2.260941652,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,25.205809934,68.801368898,0.000000000,1.051258879,0.000000000,4185.874194876,0.000000000,0.000000000,0.000000000,0.000000000
"WoodPr",0.332915632,1.916736823,0.011573630,0.191165187,0.048516956,0.352044841,4.641421476,1.410505120,295.154592974,21.409736647,0.118759052,2.867944234,2.425768831,1.111894621,7.528588573,7.905920299,3.160910654,9.303724538,4.583475672,6.120514295,0.614869868,3.319179587,0.007958970,0.040758469,0.004555055,0.000962175,0.000128691,0.000042676,0.000344361,0.000463705,0.000230208,0.000003441,0.000153823,0.001352839,0.000860283,39.700007687,0.382110739,0.517322215,0.167593779,0.055937265,0.166616554,0.038963825,0.331464619,0.065449714,0.093364274,0.164298228,0.000353147,0.000878248,0.263839097,0.975251113,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,8.752417358,18.307467691,0.000000000,49.535980203,0.000000000,3234.206419938,0.000000000,0.000000000,0.000000000,0.000000000
"PaperPr",0.226991770,0.122287368,0.055957276,0.517931435,0.059173664,10.608999150,16.008164371,11.972763485,8.167252534,326.760939040,0.186655688,16.760522979,9.337693752,1.153702582,5.255750191,12.197469496,3.557264008,3.361121546,30.449696158,86.585250408,4.210550939,1.731675622,0.034366973,0.074713188,0.275623610,0.058220626,0.007787000,0.002582319,0.020837066,0.028058535,0.013929770,0.000208185,0.009307712,0.010174726,0.019052785,4.259446172,11.991400813,3.180861016,0.746803831,4.146723737,7.113685486,0.391035401,52.155337860,2.167443978,0.387974622,1.155655532,2.878750294,0.451732454,5.617214274,5.471314215,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,12.419218589,30.174398812,0.000000000,26.481450663,0.000000000,4820.052279492,0.000000000,0.000000000,0.000000000,0.000000000
"RefPet",34.812035802,1.197122604,4.675594748,9.295443896,3.748944480,2.014258678,7.498701450,2.922384717,6.572199786,6.375035676,54.623190201,215.414825117,32.133422629,23.928555462,9.264354707,14.442062319,6.003155198,7.674729939,13.959439364,38.011825253,2.214138173,0.997766514,0.097811556,0.212976668,0.000000000,0.000000000,20.533084147,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.180695712,0.025448617,30.107240446,5.177767125,170.202235553,0.925440139,0.366217287,1.385553389,0.190171992,58.113014525,8.554052583,1.042705234,1.042368280,1.310177710,0.362691161,0.464033842,6.165544987,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,6.885540794,42.283082778,0.000000000,22.502426669,0.000000000,543.408131772,0.000000000,0.000000000,0.000000000,0.000000000
"Chemical",151.019219724,3.027346749,3.107916865,8.047083339,4.173636680,21.367422073,364.266406081,156.080526365,87.360532657,196.548443951,16.330627131,1391.259693166,61.436532510,30.562579984,68.829827940,79.482613201,58.660565100,94.954429495,319.737462253,845.796505886,22.713202678,26.704625720,0.697983106,0.507453640,0.293037188,0.061898937,0.008278974,0.002745467,0.022153528,0.029831241,0.014809836,0.000221338,0.009895762,0.067443521,0.655000105,92.640857046,2.874721852,12.964511614,2.207758668,1.106665512,0.244596318,0.129930972,16.538376925,15.120865017,3.055672782,8.070453116,2.965384817,61.610453945,1.764289479,2.327429056,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,37.908001227,97.390674022,0.000000000,9.121878366,0.000000000,6743.193275156,0.000000000,0.000000000,0.000000000,0.000000000
"NMetPr",0.561135907,2.082627680,0.094157121,0.766206623,1.348899691,4.686204418,3.064088715,1.332263705,7.050550525,4.314308711,0.407247417,19.097908422,149.680434746,31.997231624,12.950385087,17.471033095,5.626190330,19.530897478,89.750382999,160.597250586,15.762081956,2.317248700,0.059053880,0.075293259,0.176273098,0.037234583,0.004980120,0.001651504,0.013326196,0.017944635,0.008908684,0.000133143,0.005952680,0.004049969,0.008196634,395.308796213,0.089559596,1.268596719,0.104957920,0.077702875,0.023344221,0.010143574,0.413783809,0.719561207,0.638271388,0.144580590,0.364329676,0.137276401,0.409600322,0.996917931,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5.083817910,7.120646094,0.000000000,0.000000000,0.000000000,1599.025919686,0.000000000,0.000000000,0.000000000,0.000000000
"Metals",0.047224148,6.375466646,5.108382326,2.750937946,1.123315094,0.223779153,1.474353615,1.715538518,13.383517292,113.946585030,0.094288292,25.834060059,20.375999427,794.711945961,474.058435909,454.407531853,206.926780510,246.637646740,978.848013356,524.798617077,38.491671092,12.625870731,0.512970046,2.422346636,0.129983430,0.027456707,0.003672330,0.001217816,0.009826710,0.013232338,0.006569246,0.000098179,0.004389494,0.031903701,0.016064878,362.775240794,0.101608790,3.166165731,0.001619818,0.000085156,0.000000000,0.000406352,0.002220051,0.587827195,0.075700225,0.276208061,0.024252094,0.000000000,0.020295857,0.000030716,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.846968965,0.000000000,2638.460010170,0.000000000,0.000000000,0.000000000,0.000000000
"MetalPr",0.722989818,2.406112811,0.556008613,3.171419062,1.332753592,2.803448379,4.724968988,1.771510517,33.538636228,10.077121256,0.226617038,17.704101015,18.580388657,10.790351775,147.868903652,84.318482696,43.379141900,33.571415432,119.498812203,188.853006058,16.827925232,3.395469341,0.044537703,1.021796174,0.066605222,0.014069178,0.001881751,0.000624025,0.005035336,0.006780424,0.003366168,0.000050308,0.002249235,0.008925451,0.200228325,77.698901582,0.291203967,3.484345667,0.170943176,0.025431863,0.033283293,0.132379025,20.792016476,8.718858390,0.201836109,0.949269483,0.284514124,0.039953902,0.071997567,0.535522065,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.977063905,8.028781237,0.000000000,101.396735099,0.000000000,3228.955595127,0.000000000,0.000000000,0.000000000,0.000000000
"GenEqp",0.184036454,3.080470464,1.359056898,3.626873982,1.100079924,1.475695145,8.783672960,2.647583686,8.215656210,4.478203969,2.030164230,17.722098393,15.643216465,34.822660899,32.742291684,425.338208868,112.892624441,93.158656221,122.716745921,67.607481273,14.758966968,3.020941365,0.047512253,0.791502427,0.765727021,0.161746327,0.021633547,0.007174101,0.057888745,0.077951155,0.038699156,0.000578371,0.025858330,0.025325679,0.047681164,9.983714945,0.336221894,11.035379473,0.084789742,0.030572123,0.233214621,0.025678960,0.493434600,0.359270343,0.134720949,0.142235528,0.151234071,0.003404450,0.059399725,0.110412533,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.682064718,2.344917716,0.000000000,502.333573063,0.000000000,5897.004271601,0.000000000,0.000000000,0.000000000,0.000000000
"SpecEqp",12.442323424,2.882222366,3.831936505,4.677122641,2.936690128,1.532065409,22.336992228,5.947047593,4.784465934,9.621913702,1.469243887,10.527746803,6.468858830,6.466733941,16.084267970,13.613391855,154.471570291,4.503522531,15.897021806,69.154760090,10.450598054,0.639935263,0.044073170,0.277771883,0.123689286,0.026127180,0.003494506,0.001158846,0.009350875,0.012591593,0.006251145,0.000093425,0.004176943,0.017228499,0.021179855,10.786924796,0.016526812,2.935449742,0.047592195,0.010632506,0.435832685,0.041132670,0.003638995,0.046488188,0.037707878,0.082658528,0.005262167,6.421507506,0.017025252,0.014860381,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.448438291,2.433110454,0.000000000,834.924349813,0.000000000,2719.915349820,0.000000000,0.000000000,0.000000000,0.000000000
"TransEqp",2.258457051,0.108990900,0.107142463,0.608608752,0.481088358,0.125305790,0.243934607,0.212278020,0.099231926,0.351070255,0.178681239,0.526142383,3.437032439,0.649373669,1.688393030,26.587999287,31.245638769,595.983345927,0.962568872,7.176394631,1.057493127,0.132184237,0.019926984,1.521903953,0.015219224,0.003214793,0.000429978,0.000142589,0.001150569,0.001549320,0.000769166,0.000011495,0.000513948,0.002515689,0.001900367,1.893797115,3.621345081,68.494353604,0.306665083,0.902768633,0.298219623,0.013598479,36.300109229,2.440417201,1.181198832,5.656899991,0.001568224,0.209908481,0.214345513,4.413293567,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,30.651410982,123.009510300,0.000000000,1074.857656602,0.000000000,4116.035913355,0.000000000,0.000000000,0.000000000,0.000000000
"ElecEqp",0.221124904,0.635337555,0.373319743,0.884893427,0.484139076,0.427988759,2.772255284,0.266848221,1.065939338,3.003161191,0.708239161,4.501613222,1.526329547,2.039625855,4.593447913,118.477984326,42.232179673,51.554679072,479.306342565,604.392786661,26.860208930,2.077500688,0.402354807,1.169372870,9.930151357,2.097569322,0.280549585,0.093035651,0.750716613,1.010891279,0.501860932,0.007500467,0.335337692,0.008981094,0.008772245,68.634003368,12.296458129,1.114246333,0.075419015,8.194429430,0.040152872,0.091998840,33.062958792,6.777126637,0.686089945,1.908875933,0.005514716,0.404272985,0.260273189,0.687494592,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,29.698905618,53.011813067,0.000000000,299.764546556,0.000000000,9625.079692724,0.000000000,0.000000000,0.000000000,0.000000000
"ICTEqp",0.067453051,0.586262036,0.168673353,0.257391810,0.086730929,0.135890613,1.173314257,0.406374910,0.625460502,8.003881932,0.978562589,3.785575090,0.487067453,0.737437127,1.671288029,139.000852463,49.972317913,37.384777089,216.343937120,8812.606592742,122.109370664,2.658049140,0.005244104,0.531972058,0.140654463,0.029710774,0.003973812,0.001317793,0.010633437,0.014318651,0.007108550,0.000106239,0.004749851,0.013033087,0.007029979,5.808678538,8.574763397,1.413947836,0.119446696,18.160251537,0.437857023,0.094725186,41.957441435,19.469571098,0.167907792,5.973554788,0.392875448,0.212441779,0.198226031,1.139440087,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,27.719610173,58.154027065,0.000000000,298.547460195,0.000000000,36532.191407229,0.000000000,0.000000000,0.000000000,0.000000000
"PrecInst",0.215283272,0.086764281,1.531283192,0.095427524,0.167579383,0.132274715,0.170564013,0.024043016,0.316024411,0.371500828,1.026039463,1.414473562,0.602346458,0.945580287,1.992345739,14.481284112,7.856235906,16.949271764,19.907032185,55.119181932,80.177964096,0.524907742,0.000137523,0.203607956,6.344468622,1.340157090,0.179245812,0.059441367,0.479640020,0.645868101,0.320643746,0.004792120,0.214250457,0.025087332,0.043849784,1.428315183,0.037967431,0.221013202,0.004083782,0.553681447,0.006985564,0.005328652,0.102602893,7.442472495,0.254248247,0.467394427,1.522661458,0.121119458,0.264163912,0.530916132,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.889662285,2.836190194,0.000000000,49.371675002,0.000000000,1755.799930489,0.000000000,0.000000000,0.000000000,0.000000000
"OthMfg",0.177917569,0.190578388,0.017249367,0.019280860,0.042415453,0.054667683,5.295592251,3.229926820,0.078565566,1.712887833,0.118604297,0.260489348,0.132593885,0.240169359,0.471655576,0.734679432,0.726993520,0.663250989,0.946359451,14.985204664,0.092643012,3.167768016,0.000175368,0.003472665,0.008376141,0.001769312,0.000236645,0.000078476,0.000633234,0.000852693,0.000423323,0.000006327,0.000282859,0.000292752,0.000106100,1.053020813,0.026951514,0.177739538,0.058982703,0.010676019,0.112888308,0.090649905,9.897687698,1.383262767,0.203688409,0.755817628,0.000046689,0.016759639,0.243570162,0.001796808,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.569140976,3.465015355,0.000000000,4.666395477,0.000000000,436.329148973,0.000000000,0.000000000,0.000000000,0.000000000
"Waste",0.007338716,0.054756002,0.006447410,0.011066655,0.027788185,0.234117376,0.166173301,0.291208909,0.117929938,58.313628316,0.005608554,6.858686514,5.641826718,136.626665149,24.646381707,5.724151087,0.521767648,1.395069086,0.149803551,2.434575888,0.541291044,0.026105821,1.435851792,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.570861910,0.000000000,20.856466139,0.000000000,0.000000000,0.000000000,0.000000000
"MachRep",0.410818223,0.093712462,0.177178380,0.199390930,0.126722821,0.321733964,2.178774638,0.794142076,0.735515394,0.829446982,0.301287523,2.075277907,1.483428705,1.662524879,1.156987126,2.127239233,1.151975675,1.182844307,1.964810464,5.826071624,0.280604530,0.132145924,0.007363169,0.065553122,0.666473828,0.140780841,0.018829417,0.006244198,0.050385232,0.067847161,0.033682989,0.000503403,0.022506585,0.014741138,0.016639420,0.380085934,0.060781154,1.415341868,0.013731755,0.076788564,0.011111250,0.017539077,0.052038254,0.048074543,0.034198221,0.158884312,0.028346443,0.028866259,0.019962205,0.018332353,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"T_D",19.724028099,6.769607109,6.161646423,17.125822194,4.008508197,9.733553276,81.503828817,10.454769517,23.896836111,33.287544114,9.518220849,148.870498146,49.235952897,96.959704582,63.251394527,41.622214220,20.479788144,18.495046358,45.204248365,143.030680996,6.089093573,1.876711763,0.231387059,0.724369440,34.410726554,64.420644491,0.741813441,1.688066484,2.117091813,10.597572452,1.105093564,0.018548699,0.623047438,0.350949682,1.666772568,30.267402126,17.340697667,10.916007232,2.169582988,2.225728069,1.718889415,0.514626811,2.046144300,1.495964995,1.369441082,1.859320139,0.997982386,1.174043064,0.786755785,2.767011653,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,25.759807622,40.761460314,0.000000000,0.000000000,0.000000000,37.893811009,0.000000000,0.000000000,0.000000000,0.000000000
"Coal_Power",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,309.807018221,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"Oil_Power",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,29.608526114,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"Gas_Power",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,12.429459215,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"Nuclear",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,21.598737151,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"Hydro",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,92.036550376,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"Wind",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,30.744133286,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"Solar",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.269958179,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"Biomass",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,12.113490787,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"GasDist",0.019894193,0.025735183,0.017928803,0.001622457,0.002059962,0.048421819,0.049576037,0.090818457,0.008380686,0.135131634,0.709562021,4.306062684,0.168120119,0.746470103,1.068925352,3.197837646,0.126766302,0.017030010,0.237470727,1.534366612,0.017074314,0.452849901,0.002729614,0.000868221,0.000000000,0.000000000,0.000000000,0.620975514,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.927636526,0.002051159,0.020454857,0.036774492,13.592977870,0.950845613,0.006161930,0.014281331,0.226074404,0.225395604,0.056307485,0.159091136,0.647205343,0.218220829,0.102514301,0.140531706,0.100850572,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.716831500,22.208672981,0.000000000,3.130609965,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"WatDist",0.083432793,0.092667015,0.030415656,0.252840795,0.075017684,0.925472917,2.188023198,0.545997586,0.760516906,1.176355110,0.056711240,2.486012139,0.863040919,0.847304286,0.774448554,1.519662061,0.447444687,0.471972327,1.510294530,5.865749752,0.286009629,0.795046789,0.034954628,0.017161187,0.453427772,0.095778619,0.012810376,0.004248168,0.034279010,0.046159033,0.022915832,0.000342484,0.015312095,0.005470608,0.515304758,1.886707591,0.371690763,0.394943728,0.552711713,0.024437031,0.150058792,0.062637823,0.088284398,0.182134600,0.194746291,0.415388227,0.205337780,0.164642371,0.085522768,0.252310870,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.910844070,11.462361064,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"Constr",0.196001797,0.446604490,0.237190495,0.383377859,0.231893866,1.398717607,5.445918246,1.809294089,2.189059632,3.359329757,0.980567449,4.510387868,1.817662506,2.337701585,3.278976809,4.729624408,1.751015425,2.880147397,5.051315560,33.128013387,1.000353710,0.427964042,0.041721514,0.049397099,1.194887323,0.252398871,0.033758312,0.011194907,0.090333141,0.121639755,0.060388532,0.000902525,0.040350921,0.025190598,0.076682047,68.455319010,4.578359112,9.225377268,1.157481195,0.864219976,2.888519588,2.776670784,2.080215776,1.471698943,1.108406942,0.907508255,0.985162396,0.472032669,1.223187462,4.312545487,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,6060.645597453,0.000000000,446.071023389,0.000000000,0.000000000,0.000000000,0.000000000
"WhRetTr",26.700366221,2.367941087,1.092114549,2.445344200,1.106716840,52.117783082,216.315790531,114.282964543,27.236497273,53.573455152,6.623664052,93.081521733,17.360787471,17.668798382,30.514919686,67.762689878,35.196522721,85.679735803,111.482759824,619.529675510,17.850492715,6.595154387,0.164786377,0.472029355,2.855648950,0.603205472,0.080678642,0.026754593,0.215886247,0.290705601,0.144321933,0.002156936,0.096434253,0.111232155,0.141713962,41.853811007,41.894314847,20.858148111,15.000303385,4.430963956,3.353964854,0.401871432,36.378118218,7.380592022,1.032985264,3.863953416,1.718289927,6.490437334,4.516897822,6.058346524,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,125.847335912,188.397754298,0.000000000,218.848309828,0.000000000,7648.685842763,0.000000000,0.000000000,0.000000000,0.000000000
"TranspSrv",22.612403975,4.195549224,0.928439098,5.895294840,2.080032664,35.407698346,96.145316313,32.272831919,36.285940625,46.267882069,9.761309673,93.756658262,32.567585483,45.984309276,39.075288381,67.741784826,34.345504154,57.168293053,91.255215091,250.957206928,14.656116838,4.545311446,0.381744870,0.415300348,2.744276274,1.165114229,0.236344665,0.078376447,0.211756016,0.285143963,0.141560836,0.002115670,0.094589320,0.435507751,0.117643226,68.812511255,52.497259420,143.554706581,4.908568611,2.150041170,6.121058404,0.594160462,43.494917116,8.137534469,1.692344391,3.243579856,4.319298226,2.530991505,4.189245844,16.974831931,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,51.384264063,100.570957769,42.277168534,90.346887759,0.000000000,3389.548028666,0.000000000,0.000000000,0.000000000,0.000000000
"HotRest",1.799615181,0.606497650,0.196835017,1.161923139,0.315352724,4.408407259,12.017850603,3.625149827,4.719974846,6.585549506,0.523765324,16.865011560,4.665904337,3.589856257,7.645411366,14.736207628,9.705668196,6.468364520,19.031355718,49.839351241,6.322242685,0.810357231,0.059061161,0.133506930,0.484935796,0.102434133,0.013700550,0.004543367,0.036661008,0.049366555,0.024508220,0.000366283,0.016376110,0.052216211,0.062170148,11.480608360,8.995496135,14.895815073,0.498709828,1.219683305,11.000448187,0.509492855,35.662121155,8.130125967,0.659306647,1.765790109,3.383292782,0.978024300,2.784946944,12.497014292,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,69.256654271,185.506944196,0.000000000,0.000000000,0.000000000,296.266795305,0.000000000,0.000000000,0.000000000,0.000000000
