"SAM","AgFFF","Coal","OilGas","MetMin","NMetMin","FoodPr","Textile","Apparel","WoodPr","PaperPr","RefPet","Chemical","NMetPr","Metals","MetalPr","GenEqp","SpecEqp","TransEqp","ElecEqp","ICTEqp","PrecInst","OthMfg","Waste","MachRep","T_D","Coal_Power","Oil_Power","Gas_Power","Nuclear","Hydro","Wind","Solar","Biomass","GasDist","WatDist","Constr","WhRetTr","TranspSrv","HotRest","ICTServ","Finance","RealEst","BusServe","ResTech","EnvServ","ResServ","Education","Health","RecEnt","PubAdm","LabSk","LabUn","Capital","prodtax","Depr","HHRural","HHUrban","Govt","Capacct","Invent","ROW","ENTERPRISE","Total","Land","Natr"
"ICTServ",2.230790400,0.190187318,0.139607274,0.648660373,0.179397046,1.302193328,8.469112918,2.654298044,2.405056406,3.412449192,0.228822606,5.107047541,2.075035957,1.768300995,3.495361560,7.775308150,3.559999471,1.904499303,7.019557088,106.051114198,2.272297275,0.288179446,0.028366676,0.053520793,1.341231954,0.139541531,0.018663659,0.006189229,0.049941685,0.067249895,0.033386474,0.000498971,0.022308457,0.026133249,0.104409341,29.957300292,5.784506042,11.436508806,1.291891513,25.708422752,9.425319891,0.509680326,5.307055186,1.425139412,0.541928953,0.683214725,2.855601084,2.811302213,1.398812540,9.907212319,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,44.445177247,80.106105238,0.000000000,387.801545667,0.000000000,470.254750663,0.000000000,0.000000000,0.000000000,0.000000000
"Finance",28.574760163,9.095408043,2.525576750,6.282379923,2.240205400,15.189710464,65.975159164,16.042403524,23.089553850,38.705053229,7.716957749,78.997448374,24.799542003,78.274804049,33.036150368,53.674755531,32.271671509,35.143498021,77.027951485,496.731417367,17.591457106,4.921326038,0.338289265,0.358808086,21.267684355,2.256434863,0.301797828,0.100081978,0.807574330,1.087454084,0.539870835,0.008068537,0.360735472,0.844895069,0.879512312,75.703314122,74.700160563,104.158521812,4.387686271,8.443500549,22.247563694,13.057392006,71.545125867,12.000923012,3.680764922,3.337592576,7.432250736,3.000898229,2.664761435,10.215445744,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,54.778447228,133.869905704,24.899652983,0.000000000,0.000000000,178.383402302,0.000000000,0.000000000,0.000000000,0.000000000
"RealEst",0.036495016,0.048198029,0.034245808,0.020500575,0.028614563,0.379105200,2.781974693,1.623574457,1.223557182,2.152180873,0.144974708,1.704010966,0.719092668,0.508076613,1.454144058,2.440818019,1.294967517,0.811196905,3.239327012,16.331607477,1.580012930,0.180443222,0.015969165,0.010257945,0.029259585,0.003044162,0.000407156,0.000135021,0.001089501,0.001467087,0.000728341,0.000010885,0.000486669,0.028284697,0.001901149,0.245755814,101.698290699,5.278165472,3.697205213,5.285510089,26.480278032,4.642185519,10.802655102,1.949325104,0.263072852,8.979680920,2.053087248,1.534675814,1.874603982,4.202513144,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,170.702372373,214.567147056,0.000000000,552.179420623,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"BusServe",0.563702587,2.727622720,0.724877535,2.968765775,0.878011804,12.429308845,27.977387069,9.831474887,8.467009689,24.561374796,3.066344238,45.019853732,7.925604868,9.246063953,12.861051166,29.916231752,15.671831464,23.189263117,45.379649532,171.266001838,5.158689902,0.920587325,0.092950692,0.277785239,1.169660002,0.121691216,0.016276182,0.005397496,0.043553086,0.058647210,0.029115637,0.000435142,0.019454733,0.063985900,0.027960671,12.979342596,120.320925359,11.209304590,2.324907179,6.855772083,23.473712309,3.521609564,42.624888896,4.975723224,0.698282380,2.085472863,0.826713475,0.155659059,1.609174782,4.130672473,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.290305842,21.511332306,21.484017166,0.000000000,0.000000000,2793.615064981,0.000000000,0.000000000,0.000000000,0.000000000
"ResTech",12.253229477,1.330674954,2.018517503,1.916706949,1.026750396,3.320659184,11.712815176,2.667505869,5.291624825,7.828631510,0.630827796,34.934359188,4.265044244,13.805370471,8.381756624,31.914112104,19.949017590,36.163090228,39.117683218,301.738774468,11.366435188,0.717962244,0.023476424,0.048249155,1.673188421,0.191925279,0.025669978,0.008512659,0.068689742,0.092495437,0.045919722,0.000686284,0.030683029,0.014642783,0.023421355,89.919084741,6.738559705,1.688999674,0.008892783,2.751257721,0.585319831,0.025278920,0.508847067,36.864766256,0.172849443,0.011454669,1.405303420,0.160037227,0.138456582,0.131957802,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.209550555,3.633441781,163.795137795,56.027614561,0.000000000,13.772042091,0.000000000,0.000000000,0.000000000,0.000000000
"EnvServ",3.208659635,0.132559844,0.097306584,0.276237492,0.170184454,0.530008601,6.856129118,0.331632788,0.337563817,3.399509092,0.222444156,5.927973242,0.539391716,1.944581909,0.454293771,1.698927345,0.396879446,0.842872962,1.457927127,3.900660284,0.186654698,0.209059940,0.006020714,0.001952228,1.038037176,0.219267044,0.029326935,0.009725377,0.078475315,0.105672380,0.052461467,0.000784053,0.035054148,0.017729011,0.825437951,0.347285999,0.979805481,0.566904688,0.083727982,0.106181218,0.384510559,0.034400654,3.728780518,0.082921289,0.897946722,0.150593317,0.096481688,0.092622055,0.166081675,0.671803986,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.720140413,7.264613468,108.730334133,0.000000000,0.000000000,51.107497022,0.000000000,0.000000000,0.000000000,0.000000000
"ResServ",1.818214919,1.103903151,0.377365985,0.337874767,0.368386282,2.644456220,6.780985304,2.231899303,2.647000323,5.699513804,0.777736295,9.526256042,3.189443643,4.611738583,6.450143280,11.316780585,5.675797659,11.982815476,15.262395509,45.025491451,2.271935831,0.478886856,0.036809234,0.052561923,0.564399300,0.119219397,0.015945577,0.005287861,0.042668426,0.057455955,0.028524234,0.000426303,0.019059564,0.041188765,0.079101619,11.124751712,12.381918281,20.470005099,1.198718873,0.612588600,1.956723057,0.222571561,7.086839120,3.261364937,2.268363976,2.744346900,2.162570465,1.301564263,1.724852101,6.741618072,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,51.965551961,116.139519957,0.000000000,0.000000000,0.000000000,56.595518605,0.000000000,0.000000000,0.000000000,0.000000000
"Education",0.273043649,0.120263668,0.019621425,0.090677468,0.017952923,0.210078907,0.751883935,0.264042728,0.271654445,0.441321939,0.055510377,0.743045764,0.261049433,0.191676308,0.505264331,0.851902547,0.473382818,0.488818562,0.758538630,2.812871474,0.289416937,0.078052006,0.003116483,0.018667575,0.030592131,0.006462048,0.000864298,0.000286618,0.002312756,0.003114285,0.001546099,0.000023107,0.001033085,0.004264115,0.009305220,1.135056166,1.060067262,0.697709995,0.096039886,0.143159365,1.684528944,0.039646539,0.409145435,0.479293668,0.144668778,0.115266733,2.601368459,0.468394759,0.172506757,2.686953309,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,60.378679779,90.493508333,346.659769115,0.000000000,0.000000000,21.156649528,0.000000000,0.000000000,0.000000000,0.000000000
"Health",0.158063676,0.058521267,0.008130317,0.049030121,0.022518029,0.055624631,0.226712235,0.459548315,0.157268237,0.262857845,0.409711732,0.252446890,0.210560292,0.366454640,0.510243477,1.121898826,0.473802553,0.524664854,0.951635855,1.470271004,0.208852358,0.014447603,0.001442896,0.000000000,0.065912291,0.013922809,0.001862174,0.000617533,0.004982950,0.006709884,0.003331148,0.000049785,0.002225835,0.005053418,0.000302911,0.446245490,0.365597530,0.272737018,0.014558060,0.000665126,0.091910049,0.000237597,0.006336941,0.017606396,0.009494726,0.030586727,0.062561636,0.926748244,0.085247964,0.925546730,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,93.766540445,147.588585415,227.500693104,0.000000000,0.000000000,21.288194639,0.000000000,0.000000000,0.000000000,0.000000000
"RecEnt",0.084158035,0.183433804,0.082739537,0.365541712,0.065183665,0.890772878,4.593728037,1.294778402,1.340489689,1.862851008,0.167541853,3.725684677,1.345875919,1.467261692,1.876329166,4.647195396,1.762476308,1.405628167,4.817378641,15.693548133,0.945431046,0.265635150,0.015828859,0.022671098,0.462364878,0.097666425,0.013062870,0.004331899,0.034954653,0.047068832,0.023367506,0.000349235,0.015613898,0.023390340,0.041974190,2.817420698,1.587644811,2.103486097,0.634456287,0.660663226,3.609989881,0.218379503,1.611711963,0.693386560,0.177285487,0.466365085,0.731890956,0.342031700,4.120327309,3.673805066,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,15.517932278,44.781241245,51.404618401,0.000000000,0.000000000,313.971143494,0.000000000,0.000000000,0.000000000,0.000000000
"PubAdm",0.833719900,0.046439544,0.063467225,0.121360369,0.026336618,0.351008976,1.085163491,0.414510685,0.509083162,0.575825569,0.053414049,1.273545011,0.343119361,0.794556412,0.646929043,1.326828358,0.653694997,2.683010549,1.834305276,15.012648967,0.359781720,0.113268918,0.002379583,0.054300478,0.060040347,0.012682464,0.001696278,0.000562518,0.004539033,0.006112119,0.003034385,0.000045350,0.002027541,0.003634340,0.004831789,0.822443145,0.745215444,0.570844309,0.065402656,0.346344440,0.327884576,0.152273244,7.158976971,0.246072250,0.072013641,0.200663815,0.245365832,0.109650203,0.116830290,1.834596683,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.445550309,5.018569672,785.812898587,0.000000000,0.000000000,31.339940362,0.000000000,0.000000000,0.000000000,0.000000000
"LabSk",33.855032792,5.173971631,6.072410310,3.616379788,1.134625079,13.163992389,33.681527709,7.496697540,5.545704549,21.608863688,5.830999291,47.458484465,7.993827134,22.805077849,11.078401791,42.021684890,28.570771257,37.757884845,46.447885376,344.221195341,12.970263124,1.241243778,0.030270626,0.255591433,7.247334786,1.529732853,0.204751851,0.067865224,0.547949829,0.737244948,0.366053798,0.005469155,0.244684645,0.296779259,0.707475736,32.652121337,50.964452951,30.454225253,6.339408022,14.291067053,33.523364937,3.005934875,59.617276893,31.997257943,3.460456648,3.568139263,70.798359149,34.761846612,12.355529640,87.788872591,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"LabUn",1124.968575802,33.775020935,8.730717847,23.504191003,9.731290875,67.355452461,453.392675706,161.431792855,107.442845998,163.980384552,7.830006029,167.533965568,73.969235721,95.799814059,104.227071060,182.282750487,90.035392908,131.871641868,189.808211434,1021.493156039,43.957959304,14.823769217,0.744887799,1.893611283,10.695472500,2.257662759,0.302168911,0.100157660,0.808648044,1.088064755,0.540236894,0.008071759,0.361106299,0.593830438,1.464484971,326.190979787,260.220224712,147.451159970,64.125539400,8.090718566,14.468737682,5.802953694,66.740057083,12.640122714,7.055736829,40.846588360,20.765664850,21.032215787,14.365414643,49.797392961,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"Capital",1076.707244563,540.862784636,862.766629548,558.604890162,170.796920686,2267.000233171,7500.331864813,2504.594656902,2127.720105346,3158.113418903,430.211458057,6954.903330125,1780.292060760,4536.041226311,2274.115957684,3917.944424883,2139.820898426,3213.946761345,5928.785853648,21120.635077705,1199.652228824,259.719699669,336.532558350,12.070795477,422.058410600,314.052589682,12.040594782,7.935603781,29.094647523,142.589969293,50.927569794,2.285068330,18.308378952,44.519703370,39.616160192,3256.863106687,8845.246769306,4051.099212380,560.688875303,1153.256560838,2209.749671055,1159.878130373,2499.061829110,816.216604052,166.449628360,347.182322885,371.256851534,257.453307461,398.782808026,508.496240368,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"prodtax",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"Depr",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"HHRural",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,613.783220962,2679.198916418,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,202.899750642,0.000000000,0.000000000,0.000000000,215.186007367,0.000000000,0.000000000,0.000000000
"HHUrban",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,613.783220962,2679.198916418,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,515.901348044,0.000000000,0.000000000,0.000000000,729.518422477,0.000000000,0.000000000,0.000000000
"Govt",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,263.252567676,723.806665123,0.000000000,0.000000000,0.000000000,0.000000000,328.151977583,0.000000000,0.000000000,0.000000000
"Capacct",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,708.075518611,882.327675902,728.282444619,0.000000000,0.000000000,7041.436438514,1698.483638244,0.000000000,0.000000000,0.000000000
"Invent",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"ROW",23.936702169,5.331658397,79.237893031,44.443848725,1.242708426,14.241979536,8.063679175,3.224872669,1.727909378,4.347469717,12.282967909,60.683659387,2.328624537,51.086709732,3.379735650,25.896879233,27.123828167,30.167327680,21.702033708,633.402265390,18.136070465,0.106207119,19.872851966,0.000000000,0.083530179,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.454263555,0.000000000,13.742539080,4.785398515,4.787032019,2.550471761,0.000000000,7.821767342,1.512367859,1.287545904,0.650622678,0.730960326,0.495483304,5.565723633,0.390149275,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1003.800078952,77.137392519,0.000000000,0.000000000,0.000000000,1.1744488133E+5,1130.951222090,0.000000000,0.000000000,0.000000000
"ENTERPRISE",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,4102.291267761,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"Total",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"Land",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
"Natr",0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
